"","car","price"
"3275","ВАЗ (Lada) Granta, 1 поколение",443400
"3276","Nissan Qashqai, 2 поколение",1286000
"3277","Hyundai Elantra, AD",1185000
"3278","Mercedes-Benz C-Класс 200, W205/S205/C205",2745579
"3279","Mercedes-Benz GLE-Класс 350, W166/C292",5700000
"3280","Hyundai Tucson, 3 поколение",1305900
"3281","Hyundai Tucson, 3 поколение",1305900
"3282","ВАЗ (Lada) Vesta, 1 поколение",594900
"3283","Nissan Qashqai, 2 поколение",1668000
"3284","Volkswagen Caravelle, T6",3755000
"3285","Hyundai Tucson, 3 поколение",1628819
"3286","Datsun on-DO, 1 поколение",444000
"3287","Mercedes-Benz GLE-Класс 350, W166/C292",5441572
"3288","Mercedes-Benz GLS-Класс 350, X166",6551041
"3289","Mercedes-Benz GLE-Класс 400, W166/C292",5811500
"3290","Hyundai Creta, 1 поколение",1120900
"3291","Toyota Land Cruiser 200, J200 [2-й рестайлинг]",6455000
"3292","Mercedes-Benz GLC-Класс 300, X253/C253",3451207
"3293","BMW X6 40, F16",5382420
"3294","УАЗ Patriot, 2 поколение [рестайлинг]",919000
"3295","Mercedes-Benz E-Класс, W213/S213/C238/A238",3622817
"3296","Mercedes-Benz E-Класс, W213/S213/C238/A238",3814081
"3297","Kia Optima, 4 поколение",1509900
"3298","Mercedes-Benz GLC-Класс 250, X253/C253",4068279
"3299","Mercedes-Benz C-Класс 180, W205/S205/C205",2202501
"3300","Mercedes-Benz C-Класс 180, W205/S205/C205",2064694
"3301","Mercedes-Benz C-Класс 180, W205/S205/C205",1919000
"3302","Mercedes-Benz E-Класс 300, W213/S213/C238/A238",3387398
"3303","Mercedes-Benz C-Класс 180, W205/S205/C205",2068795
"3304","Mercedes-Benz B-Класс 180, W246 [рестайлинг]",1774014
"3305","Mercedes-Benz C-Класс 180, W205/S205/C205",2095665
"3306","Mercedes-Benz C-Класс 180, W205/S205/C205",2064694
"3307","Toyota Land Cruiser 200, J200 [2-й рестайлинг]",6005991
"3308","Mercedes-Benz GLA-Класс, X156 [рестайлинг]",1996209
"3309","Mercedes-Benz GLA-Класс, X156 [рестайлинг]",2195938
"3310","Mercedes-Benz GLA-Класс 200, X156",1996209
"3311","Mercedes-Benz GLA-Класс 200, X156",2195938
"3312","Mercedes-Benz B-Класс 180, W246 [рестайлинг]",1774014
"3313","Kia Sorento, 3 поколение [рестайлинг]",1889900
"3314","Mercedes-Benz GLA-Класс, X156 [рестайлинг]",2110000
"3315","Mercedes-Benz C-Класс 180, W205/S205/C205",2282346
"3316","Mercedes-Benz C-Класс 180, W205/S205/C205",2189341
"3317","Hyundai Tucson, 3 поколение",1795454
"3318","Mercedes-Benz GLA-Класс, X156 [рестайлинг]",2175000
"3319","Mercedes-Benz C-Класс 180, W205/S205/C205",2216491
"3320","Mercedes-Benz C-Класс 180, W205/S205/C205",2192341
"3321","BMW X3",4393900
"3322","BMW X5, F15",4144906
"3323","Mercedes-Benz C-Класс 180, W205/S205/C205",2213186
"3324","Mercedes-Benz C-Класс 180, W205/S205/C205",2192341
"3325","Mercedes-Benz C-Класс 180, W205/S205/C205",2250240
"3326","Mercedes-Benz C-Класс 180, W205/S205/C205",2271393
"3327","Mercedes-Benz C-Класс 180, W205/S205/C205",2189341
"3328","Mercedes-Benz C-Класс 180, W205/S205/C205",2213186
"3329","Mercedes-Benz C-Класс 180, W205/S205/C205",2192341
"3330","Mercedes-Benz C-Класс 180, W205/S205/C205",2192341
"3331","ВАЗ (Lada) XRAY, 1 поколение",659900
"3332","Nissan X-Trail, T32",1965000
"3333","Nissan X-Trail, T32",1962000
"3334","Mercedes-Benz C-Класс 180, W205/S205/C205",2192341
"3335","Mercedes-Benz C-Класс 180, W205/S205/C205",2189341
"3336","Kia Sportage, 4 поколение",1904900
"3337","Mercedes-Benz C-Класс 180, W205/S205/C205",2250240
"3338","Mercedes-Benz C-Класс 180, W205/S205/C205",2202968
"3339","Kia Sportage, 4 поколение",1779900
"3340","Mercedes-Benz C-Класс 180, W205/S205/C205",2189341
"3341","Mercedes-Benz C-Класс 180, W205/S205/C205",2192341
"3342","Nissan X-Trail, T32",1999000
"3343","BMW X4 35, F26",3655000
"3344","Kia Sorento, 2 поколение [рестайлинг]",2019900
"3345","Hyundai Tucson, 3 поколение",2059000
"3346","Renault Kaptur, 1 поколение",1194990
"3347","Nissan Qashqai, 2 поколение",1289000
"3348","Mercedes-Benz GLE-Класс 400, W166/C292",6097492
"3349","Volkswagen Passat, B8",2077130
"3350","BMW X3",4621200
"3351","Hyundai Tucson, 3 поколение",1999000
"3352","Kia Sorento, 2 поколение [рестайлинг]",1799900
"3353","BMW X6 30, F16",5293900
"3354","Hyundai Tucson, 3 поколение",1525900
"3355","Mercedes-Benz GLE-Класс 400, W166/C292",5652348
"3356","Nissan Qashqai, 2 поколение",1286000
"3357","Mercedes-Benz GLS-Класс 350, X166",5341574
"3358","Kia Sorento, 2 поколение [рестайлинг]",1879900
"3359","Lexus LX 450d, 3 поколение [2-й рестайлинг]",6248000
"3360","BMW X3",4393900
"3361","Kia Sorento, 2 поколение [рестайлинг]",2019900
"3362","Kia Sorento, 2 поколение [рестайлинг]",1809900
"3363","BMW X6 30, F16",4979147
"3364","Mercedes-Benz C-Класс 180, W205/S205/C205",2222168
"3365","Hyundai Solaris, 2 поколение",1045900
"3366","ВАЗ (Lada) Granta, 1 поколение",434900
"3367","BMW X6 30, F16",4637600
"3368","BMW 6 серия, F06/F12/F13 [рестайлинг]",5003900
"3369","Hyundai Solaris, 1 поколение [рестайлинг]",794900
"3370","Hyundai Sonata, LF [рестайлинг]",1889895
"3371","Mercedes-Benz GLS-Класс 350, X166",5818193
"3372","Hyundai i40, VF [рестайлинг]",1154900
"3373","Hyundai Creta, 1 поколение",1199900
"3374","Kia Sorento, 2 поколение [рестайлинг]",1879900
"3375","Kia Sorento, 2 поколение [рестайлинг]",1879900
"3376","Hyundai Creta, 1 поколение",939900
"3377","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3620000
"3378","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3258000
"3379","Hyundai Santa Fe Premium, DM [рестайлинг]",2214000
"3380","Hyundai Tucson, 3 поколение",1804000
"3381","Hyundai Santa Fe Premium, DM [рестайлинг]",2214000
"3382","Hyundai Tucson, 3 поколение",1603000
"3383","Hyundai Sonata, LF [рестайлинг]",1740000
"3384","Hyundai Tucson, 3 поколение",1734000
"3385","Jeep Grand Cherokee, WK2 [рестайлинг]",3527000
"3386","Jeep Grand Cherokee, WK2 [рестайлинг]",3250000
"3387","Kia Sorento, 2 поколение [рестайлинг]",1859900
"3388","Nissan Almera, G11",581000
"3389","Mercedes-Benz GLC-Класс 300, X253/C253",3451207
"3390","Mercedes-Benz E-Класс 300, W213/S213/C238/A238",3460994
"3391","Jeep Grand Cherokee, WK2 [рестайлинг]",3490000
"3392","Mercedes-Benz GLS-Класс 350, X166",5538345
"3393","Mazda 3, BM [рестайлинг]",1279000
"3394","Mercedes-Benz E-Класс, W213/S213/C238/A238",3650969
"3395","Kia Sorento, 2 поколение [рестайлинг]",1891672
"3396","Hyundai Creta, 1 поколение",1179900
"3397","Kia Soul, 2 поколение [рестайлинг]",1401900
"3398","Kia Sorento, 2 поколение [рестайлинг]",1799900
"3399","Hyundai i40, VF [рестайлинг]",1234000
"3400","Mercedes-Benz CLA-Класс 200, C117 [рестайлинг]",1925000
"3401","Hyundai Tucson, 3 поколение",1533000
"3402","Nissan Murano, Z52",2925000
"3403","Hyundai Tucson, 3 поколение",1615000
"3404","Mercedes-Benz GLS-Класс 350, X166",5377515
"3405","Hyundai Solaris, 2 поколение",669900
"3406","Hyundai Creta, 1 поколение",1144900
"3407","Mercedes-Benz V-Класс 200, W447",6049482
"3408","Nissan X-Trail, T32",1512000
"3409","Hyundai Sonata, LF [рестайлинг]",1755790
"3410","BMW X6 30, F16",5301100
"3411","ВАЗ (Lada) XRAY, 1 поколение",659900
"3412","BMW X6 40, F16",5499060
"3413","Hyundai Creta, 1 поколение",1359900
"3414","Mercedes-Benz E-Класс, W213/S213/C238/A238",3731342
"3415","Hyundai Solaris, 1 поколение [рестайлинг]",835900
"3416","Nissan X-Trail, T32",1645000
"3417","Mercedes-Benz C-Класс AMG, W205/S205/C205",3846122
"3418","Smart Forfour, 2 поколение",950000
"3419","Hyundai Tucson, 3 поколение",1533000
"3420","Volkswagen Caravelle, T6",2499000
"3421","Hyundai Creta, 1 поколение",939900
"3422","ВАЗ (Lada) Largus, 1 поколение",545900
"3423","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3170003
"3424","Hyundai Tucson, 3 поколение",1752900
"3425","Mercedes-Benz GLE-Класс 350, W166/C292",4510114
"3426","Hyundai Solaris, 2 поколение",724900
"3427","Hyundai i40, VF [рестайлинг]",1154900
"3428","ВАЗ (Lada) XRAY, 1 поколение",658900
"3429","Kia Sportage, 4 поколение",1624900
"3430","ВАЗ (Lada) Granta, 1 поколение",443400
"3431","Hyundai Creta, 1 поколение",899900
"3432","Datsun mi-Do, 1 поколение",520000
"3433","Mercedes-Benz GLE-Класс 350, W166/C292",4938896
"3434","Mercedes-Benz GLS-Класс 350, X166",5100000
"3435","Nissan Qashqai, 2 поколение",1286000
"3436","Mercedes-Benz GLE-Класс 350, W166/C292",4691470
"3437","Hyundai Solaris, 1 поколение [рестайлинг]",835300
"3438","ВАЗ (Lada) Kalina, 2 поколение",435400
"3439","ВАЗ (Lada) Vesta, 1 поколение",587900
"3440","Hyundai H-1, Grand Starex",2024077
"3441","Smart Forfour, 2 поколение",790000
"3442","ВАЗ (Lada) Granta, 1 поколение",443400
"3443","Mercedes-Benz GLE-Класс 350, W166/C292",5006396
"3444","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",2711000
"3445","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",2893600
"3446","Mercedes-Benz C-Класс 180, W205/S205/C205",2338441
"3447","Mercedes-Benz GLC-Класс 250, X253/C253",3172257
"3448","Mercedes-Benz GLC-Класс 220, X253/C253",3010426
"3449","Mercedes-Benz GLC-Класс 250, X253/C253",3074703
"3450","Mercedes-Benz GLE-Класс 400, W166/C292",4463591
"3451","Mercedes-Benz CLS-Класс 250, C218/X218 [рестайлинг]",3398687
"3452","Mercedes-Benz C-Класс 180, W205/S205/C205",2537697
"3453","Mercedes-Benz C-Класс 180, W205/S205/C205",2338441
"3454","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",2861800
"3455","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3392277
"3456","Mercedes-Benz GLC-Класс 250, X253/C253",2768848
"3457","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",2893600
"3458","Mercedes-Benz GLC-Класс 220, X253/C253",2951300
"3459","Jaguar F-Pace, 1 поколение",4469823
"3460","ГАЗ Соболь 2752, Бизнес [2-й рестайлинг]",815000
"3461","Nissan Murano, Z52",2740000
"3462","Lexus LX 450d, 3 поколение [2-й рестайлинг]",6210000
"3463","Nissan Murano, Z52",2810000
"3464","Mercedes-Benz E-Класс 300, W213/S213/C238/A238",3400000
"3465","Kia Sorento Prime, 3 поколение",2344900
"3466","Nissan Murano, Z52",2810000
"3467","Kia Sorento Prime, 3 поколение",2714900
"3468","Mercedes-Benz GLA-Класс, X156 [рестайлинг]",2410000
"3469","Hyundai Santa Fe Grand, DM [рестайлинг]",2655820
"3470","Mercedes-Benz GLE-Класс 350, W166/C292",5998546
"3471","Kia Sorento Prime",2469900
"3472","Land Rover Discovery Sport, 1 поколение",2847978
"3473","Land Rover Range Rover Evoque, 1 поколение [рестайлинг]",2975166
"3474","Land Rover Discovery Sport, 1 поколение",3104808
"3475","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3721972
"3476","Hyundai Santa Fe Premium, DM [рестайлинг]",2229000
"3477","Kia Mohave, 1 поколение [рестайлинг]",2869900
"3478","Hyundai Santa Fe Premium, DM [рестайлинг]",1999000
"3479","Volkswagen Tiguan, 2 поколение",1797900
"3480","Audi A4, B9",1885000
"3481","Hyundai Creta, 1 поколение",1179900
"3482","ВАЗ (Lada) Granta, 1 поколение",477200
"3483","Kia Mohave, 1 поколение [рестайлинг]",2869900
"3484","Mercedes-Benz GLC-Класс AMG, X253/C253",4307000
"3485","Mercedes-Benz E-Класс AMG, W213/S213/C238/A238",5100000
"3486","Mercedes-Benz GLC-Класс 220, X253/C253",3903449
"3487","Mercedes-Benz GLS-Класс 350, X166",5297396
"3488","Genesis G80, 1 поколение",3240000
"3489","Genesis G80, 1 поколение",3100000
"3490","Hyundai Santa Fe Premium, DM [рестайлинг]",2549000
"3491","Audi Q5, 2 поколение",2890000
"3492","Hyundai Santa Fe, DM [рестайлинг]",2199556
"3493","Hyundai Santa Fe Grand, DM [рестайлинг]",2719000
"3494","Hyundai Creta, 1 поколение",1112900
"3495","Hyundai Creta, 1 поколение",1199900
"3496","Mercedes-Benz GLS-Класс 350, X166",5232984
"3497","Jeep Grand Cherokee, WK2 [рестайлинг]",3575000
"3498","Nissan X-Trail, T32",1529000
"3499","Volkswagen Tiguan, 2 поколение",1955000
"3500","Kia Mohave, 1 поколение [рестайлинг]",2869900
"3501","Audi A6, 4G/C7 [рестайлинг]",2291000
"3502","Audi A4, B9",2490000
"3503","Mercedes-Benz GLC-Класс 250, X253/C253",2953000
"3504","Land Rover Range Rover Evoque, 1 поколение [рестайлинг]",3051216
"3505","Audi A5, 2 поколение",3091000
"3506","Jaguar F-Pace, 1 поколение",2947237
"3507","Land Rover Discovery Sport, 1 поколение",3121180
"3508","Jaguar XE, 1 поколение",2399738
"3509","Mercedes-Benz E-Класс 300, W213/S213/C238/A238",3550150
"3510","Hyundai Santa Fe, DM [рестайлинг]",2256189
"3511","ВАЗ (Lada) Vesta, 1 поколение",625900
"3512","Audi A6, 4G/C7 [рестайлинг]",2890000
"3513","Mercedes-Benz GLC-Класс 300, X253/C253",3648357
"3514","Audi A6, 4G/C7 [рестайлинг]",2648000
"3515","Mercedes-Benz GLC-Класс 220, X253/C253",2943011
"3516","Audi RS 6, C7 [рестайлинг]",8491000
"3517","Mercedes-Benz GLE-Класс 400, W166/C292",5599443
"3518","Nissan Qashqai, 2 поколение",1190000
"3519","Hyundai Tucson, 3 поколение",1533000
"3520","Smart Forfour, 2 поколение",780000
"3521","Mercedes-Benz E-Класс, W213/S213/C238/A238",3901000
"3522","Jaguar XF, X260",2666815
"3523","Mercedes-Benz GLE-Класс 350, W166/C292",5170618
"3524","Audi A3, 8V [рестайлинг]",1574000
"3525","Jaguar XE, 1 поколение",2678299
"3526","Mercedes-Benz GLE-Класс 350, W166/C292",5585616
"3527","Mercedes-Benz GLS-Класс 350, X166",4928529
"3528","ВАЗ (Lada) Largus, 1 поколение",540900
"3529","Nissan Murano, Z52",2915000
"3530","Audi Q7, 4M",4129000
"3531","ВАЗ (Lada) Vesta, 1 поколение",625900
"3532","Toyota Fortuner, 2 поколение",2733712
"3533","Mercedes-Benz GLC-Класс 250, X253/C253",2899000
"3534","Hyundai Tucson, 3 поколение",1752900
"3535","Hyundai Santa Fe Grand, DM [рестайлинг]",2654000
"3536","Lexus LX 450d, 3 поколение [2-й рестайлинг]",6346000
"3537","Audi A5, 2 поколение",2988000
"3538","ВАЗ (Lada) Granta, 1 поколение",443400
"3539","Audi Q5, 2 поколение",3394000
"3540","Nissan Murano, Z52",2415000
"3541","УАЗ Patriot, 2 поколение [рестайлинг]",849000
"3542","Audi Q7, 4M",4169000
